,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent,Long,Lat,ZipCode,Precinct
596,queens,Astoria,37-02 31st Avenue,1.0,1.0,647.79,2300.0,-73.9186517,40.7619022,11369,115.0
597,queens,Ditmars-Steinway,21-42 Steinway Street,1.0,1.0,618.34,1400.0,-73.90517184999999,40.7738907,11105,115.0
598,queens,Flushing,132-70 Sanford Avenue,1.0,1.0,639.61,2050.0,-73.83077999782346,40.75539525,11355,109.0
599,queens,Ditmars-Steinway,24-14 32nd Street,4.0,1.5,1458.18,4300.0,-73.9153538875,40.77160515,11102,115.0
600,queens,Middle Village,67-28 78th Street,2.0,1.0,859.39,2750.0,-73.889414,40.7569721,11372,115.0
601,queens,Lindenwood,153-19 79th Street,3.0,2.0,1361.57,2649.0,-73.85460535,40.6650228,11414,102.0
602,queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,2.0,1277.26,6090.0,-73.9616128,40.7396737,11109,114.0
603,queens,Hunters Point-Sunnyside-West Maspeth,43-22 Queens Street,0.5,1.0,597.89,3784.0,-73.9395363,40.7474652,11101,114.0
604,queens,Astoria,34-04 34th Avenue,1.0,1.0,649.42,2350.0,-73.92471,40.7583365,11106,114.0
605,queens,Forest Hills,98-30 67th Avenue,1.0,1.0,642.88,2150.0,-73.8548968979362,40.7247517,11375,112.0
606,queens,Long Island City,29-59 Northern Boulevard,2.0,2.0,1286.22,6364.0,-73.8548612,40.7584538,11368,115.0
607,queens,Rego Park,61-40 Saunders Street,1.0,1.0,750.0,1750.0,-73.86751633877515,40.730993600000005,11374,112.0
608,queens,Murray Hill (Queens),144-74 Northern Boulevard,1.0,1.0,662.44,2748.0,-73.8548612,40.7584538,11368,115.0
609,queens,Bellerose,148-37 88th Avenue,1.0,1.0,653.48,2474.0,-73.7221753,40.7294391,11426,107.0
610,queens,Bellerose,148-37 88th Avenue,1.0,1.0,651.42,2411.0,-73.7221753,40.7294391,11426,107.0
611,queens,Flushing,43-71 167th Street,2.0,1.0,1100.0,2350.0,-73.79957095,40.75632415,11358,109.0
612,queens,Rego Park,61-15 98th Street,3.0,2.0,1382.87,3300.0,-73.860291107887,40.7346049,11374,112.0
613,queens,Forest Hills,217 Burns Street,1.0,1.0,700.0,2000.0,-73.83922723809525,40.71605280952381,11375,112.0
614,queens,Forest Hills,810 Burns Street,1.0,1.0,900.0,2650.0,-73.83576916212344,40.7129457,11375,112.0
615,queens,Corona,96-02 57th Avenue,1.0,1.0,714.0,1902.0,-73.86518880780383,40.7364228,11368,110.0
616,queens,Rego Park,99-32 66th Rd,0.5,1.0,523.17,1500.0,-73.85359629885595,40.727636200000006,11374,112.0
617,queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,1.0,928.75,4870.0,-73.9616128,40.7396737,11109,114.0
618,queens,Corona,96-04 57th Avenue,1.0,1.0,808.0,1968.0,-73.8648863372482,40.73594095,11368,110.0
619,queens,Corona,98-17 Horace Harding Expressway,2.0,1.0,1077.0,2439.0,-73.86109847714846,40.736308750000006,11368,110.0
620,queens,Long Island City,29-59 Northern Boulevard,1.0,1.0,716.85,4411.0,-73.8548612,40.7584538,11368,115.0
621,queens,Corona,96-08 57th Avenue,1.0,1.0,714.0,1892.0,-73.86395692689212,40.73617985,11368,110.0
622,queens,Corona,96-04 57th Avenue,1.0,1.0,714.0,1880.0,-73.8648863372482,40.73594095,11368,110.0
623,queens,Corona,96-02 57th Avenue,1.0,1.0,813.0,1957.0,-73.86518880780383,40.7364228,11368,110.0
624,queens,Corona,96-02 57th Avenue,1.0,1.0,713.0,1976.0,-73.86518880780383,40.7364228,11368,110.0
625,queens,Corona,97-20 57th Avenue,1.0,1.0,714.0,2008.0,-73.86344804697832,40.73694205,11368,110.0
626,queens,Corona,96-08 57th Avenue,1.0,1.0,867.0,2052.0,-73.86395692689212,40.73617985,11368,110.0
627,queens,Corona,97-05 Horace Harding Expressway,1.0,1.0,714.0,2056.0,-73.86258314633797,40.73525775,11368,110.0
628,queens,Corona,98-40 57th Avenue,2.0,1.0,1073.0,2394.0,-73.86073650465494,40.73775365,11368,110.0
629,queens,Corona,96-10 57th Avenue,2.0,1.0,1077.0,2539.0,-73.86422095028149,40.73671315,11368,110.0
630,queens,Astoria,34-46 Vernon Boulevard,1.0,1.0,659.04,2644.0,-73.94192014098704,40.76479495,10044,114.0
631,queens,Ditmars-Steinway,21-38 46th Street,3.0,1.0,1097.17,4000.0,-73.90144856736674,40.77148745,11105,115.0
632,queens,Corona,97-05 Horace Harding Expressway,2.0,1.0,1060.0,2600.0,-73.86258314633797,40.73525775,11368,110.0
633,queens,Briarwood,85-15 Main Street,0.5,1.0,425.0,1450.0,-73.8189468,40.7096014,11435,107.0
634,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0
635,queens,Ridgewood,16-26 Madison Street,1.0,1.0,654.33,2500.0,-73.90862980408843,40.69920005,11385,104.0
636,queens,Hunters Point-Sunnyside-West Maspeth,5203 Center Boulevard,2.0,2.0,1255.34,5420.0,-73.9616128,40.7396737,11109,114.0
637,queens,Hunters Point,4610 Center Boulevard,0.5,1.0,572.08,2995.0,-73.95653383171359,40.747080527872406,11109,114.0
638,queens,Hunters Point,4545 Center Boulevard,2.0,2.0,1245.69,5125.0,-73.9563172,40.7477112,11109,114.0
639,queens,Hunters Point,4540 Center Boulevard,0.5,1.0,577.97,3175.0,-73.9570976,40.7483501,11109,114.0
640,queens,Hunters Point,4720 Center Boulevard,0.5,1.0,581.57,3285.0,-73.95713210204082,40.74578730612245,11109,108.0
641,queens,Astoria,30-43 30th Street,0.5,1.0,561.0,1600.0,-73.92286960691936,40.7660445,11102,114.0
642,queens,Kew Gardens,83-35 Lefferts Boulevard,1.0,1.0,633.06,1850.0,-73.83213780124439,40.70500534999999,11415,102.0
643,queens,Ditmars-Steinway,21-36 29th Street,1.0,1.0,634.7,1900.0,-73.91050925345195,40.77803205,11105,115.0
644,queens,Hunters Point-Sunnyside-West Maspeth,44-28 Purves Street,2.0,2.0,1262.73,5646.0,-73.94119769099831,40.7465046,11101,114.0
645,queens,Hunters Point,22-43 Jackson Avenue,1.0,1.0,652.0,3600.0,-73.9459681,40.7458731,11101,114.0
647,queens,Flushing,132-45 Maple Avenue,1.0,1.0,637.97,2000.0,-73.83129280230298,40.75456125,11355,109.0
648,queens,Long Island City,29-59 Northern Boulevard,2.0,1.0,963.13,5921.0,-73.8548612,40.7584538,11368,115.0
649,queens,Long Island City,29-22 Northern Boulevard,1.0,1.0,722.0,3620.0,-73.8548612,40.7584538,11368,115.0
650,queens,Long Island City,29-22 Northern Boulevard,3.0,3.0,1317.0,7035.0,-73.8548612,40.7584538,11368,115.0
651,queens,Long Island City,29-22 Northern Boulevard,2.0,2.0,1023.0,5720.0,-73.8548612,40.7584538,11368,115.0
652,queens,Long Island City,29-22 Northern Boulevard,2.0,2.0,1168.0,5175.0,-73.8548612,40.7584538,11368,115.0
653,queens,Ditmars-Steinway,19-58 78th Street,3.0,1.5,1200.0,2900.0,-73.89238237512599,40.77191775,11370,115.0
654,queens,Flushing,132-25 Maple Avenue,1.0,1.0,637.97,2000.0,-73.83200353703437,40.75438715,11355,109.0
655,queens,Woodside,37-45 59th Street,1.0,1.0,550.0,1800.0,-73.90376377011864,40.74862905,11377,115.0
656,queens,Hunters Point,22-44 Jackson Avenue,2.0,2.0,1290.67,6500.0,-73.9537038,40.7419808,11109,114.0
657,queens,Hunters Point,4-74 48th Avenue,2.0,2.0,1050.0,5195.0,-73.95730377218557,40.74438495,11109,108.0
658,queens,Astoria,34-46 Vernon Boulevard,2.0,2.0,1239.97,4950.0,-73.94192014098704,40.76479495,10044,114.0
659,queens,Astoria,34-46 Vernon Boulevard,2.0,2.0,1224.2,4468.0,-73.94192014098704,40.76479495,10044,114.0
660,queens,Astoria,34-06 33rd Street,1.0,1.0,800.0,1875.0,-73.92605909525864,40.758814,11106,114.0
661,queens,Jackson Heights,34-44 82nd Street,2.0,1.0,1000.0,2800.0,-73.88504928179971,40.7524072,11372,115.0
662,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0
663,queens,Maspeth,59-57 56th Avenue,4.0,1.0,1400.0,2700.0,-73.9066481027318,40.7253936,11378,104.0
665,queens,Woodside,37-28 68th Street,1.0,1.0,621.61,1500.0,-73.8976938,40.7477281,11377,115.0
666,queens,Astoria,30-80 42nd Street,4.0,1.0,1271.16,3300.0,-73.91512590218579,40.7612883,11103,115.0
667,queens,Hunters Point,42-10 27th Street,2.0,2.0,950.0,6500.0,-73.9401672018356,40.7501173,11101,114.0
668,queens,Sunnyside,41-28 45th Street,2.0,1.0,857.59,2695.0,-73.91934495000001,40.74588405,11104,104.0
669,queens,Jamaica Estates,182-30 Wexford Terrace,0.5,1.0,500.0,1650.0,-73.77989994044046,40.71451895,11432,107.0
670,queens,Ditmars-Steinway,21-73 19th Street,3.0,1.0,1000.0,2995.0,-73.91739532260215,40.78145815,11105,114.0
671,queens,Astoria,30-11 14th Street,2.0,1.0,833.22,1950.0,-73.92996799798694,40.7704052,11102,114.0
672,queens,Forest Hills,67-30 Clyde Street,1.0,1.0,816.0,2500.0,-73.85592237670731,40.7218485,11375,112.0
673,queens,Forest Hills,104-20 Queens Boulevard,1.0,1.0,782.0,3005.0,-73.8501889,40.7237188,11375,112.0
675,queens,Ditmars-Steinway,22-06 38th Street,1.0,1.0,634.7,1900.0,-73.9070986,40.7732749,11105,115.0
676,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0
678,queens,Woodside,47-50 59th Street,1.0,1.0,631.43,1800.0,-73.90670020945072,40.73899385,11377,104.0
679,queens,Auburndale,4749 189th Street,3.0,2.0,1378.0,3300.0,-73.79042,40.750909,11365,109.0
680,queens,Maspeth,52-75 70th Street,3.0,1.5,1000.0,2700.0,-73.89367857026855,40.731719350000006,11378,104.0
681,queens,Astoria,31-36 47th Street,2.0,1.0,700.0,2660.0,-73.9124019,40.7578636,11103,115.0
682,queens,Woodside,58-28 44th Avenue,2.0,1.0,1000.0,2900.0,-73.7361575,40.771072,11363,111.0
683,queens,Jackson Heights,37-46 72nd Street,2.0,2.0,1202.34,3800.0,-73.893879,40.7474022,11372,115.0
684,queens,Ridgewood,1816 Gates Avenue,2.0,1.5,1010.42,2650.0,-73.908005,40.703534,11385,104.0
685,queens,Glendale,80-04 62nd Street,2.0,1.0,839.76,2150.0,-73.89215640535498,40.6952719,11385,104.0
686,queens,Long Island City,29-59 Northern Boulevard,1.0,1.0,697.51,3820.0,-73.8548612,40.7584538,11368,115.0
687,queens,Long Island City,29-22 Northern Boulevard,2.0,2.0,1023.0,5150.0,-73.8548612,40.7584538,11368,115.0
688,queens,Woodside,41-18 54th Street,3.0,1.0,1039.92,2250.0,-73.91070386588359,40.74512505,11377,104.0
689,queens,Long Island City,29-59 Northern Boulevard,2.0,2.0,1286.22,6364.0,-73.8548612,40.7584538,11368,115.0
690,queens,Long Island City,29-59 Northern Boulevard,0.5,1.0,577.44,3159.0,-73.8548612,40.7584538,11368,115.0
691,queens,Long Island City,29-59 Northern Boulevard,2.0,1.0,963.13,5921.0,-73.8548612,40.7584538,11368,115.0
693,queens,Jackson Heights,33-16 86th Street,2.0,1.0,850.0,2000.0,-73.88180264468504,40.75535175,11372,115.0
694,queens,Jackson Heights,2517 87th Street,1.0,1.0,1000.0,1850.0,-73.844642,40.655031,11414,106.0
695,queens,Ditmars-Steinway,24-50 27th Street,1.0,1.0,634.7,1900.0,-73.9192576,40.77303545,11102,114.0
696,queens,Woodside,41-53 55th Street,1.0,1.0,750.0,2100.0,-73.90956891371269,40.7438517,11377,104.0
697,queens,Ridgewood,871 Onderdonk Avenue,3.0,1.0,875.0,2600.0,-73.90335825,40.701804333333335,11385,104.0
699,queens,Murray Hill (Queens),41-11 Parsons Boulevard,0.5,1.0,515.0,1650.0,-73.8213024,40.7603919,11355,109.0
700,queens,Ridgewood,605 Onderdonk Avenue,4.0,1.5,1415.48,2995.0,-73.90875358333334,40.70499708333334,11385,104.0
701,queens,Corona,96-04 57th Avenue,1.0,1.0,714.0,1880.0,-73.8648863372482,40.73594095,11368,110.0
702,queens,Kew Gardens,85-18 Lefferts Boulevard,1.0,1.0,700.0,1975.0,-73.83214215420091,40.70218725,11415,102.0
703,queens,Forest Hills,109-15 Queens Boulevard,3.0,2.0,1413.95,4250.0,-73.8412257,40.7205654,11375,112.0
704,queens,Hunters Point-Sunnyside-West Maspeth,28-10 Jackson Avenue,2.0,2.0,1261.88,5620.0,-73.9386495,40.7483015,11101,114.0
705,queens,Astoria,31-36 32nd Street,2.0,1.0,861.03,2800.0,-73.92372909053671,40.76313745,11106,114.0
706,queens,Ditmars-Steinway,22-46 78th Street,3.0,1.5,800.0,2500.0,-73.89154178002127,40.7672581,11370,115.0
707,queens,Middle Village,61-11 75th Street,3.0,1.0,1100.0,2900.0,-73.88431134999999,40.72213875,11379,104.0
708,queens,Bayside,221-42 58th Avenue,3.0,2.0,1356.7,2500.0,-73.7560491091219,40.75110415,11364,107.0
709,queens,Woodside,33-30 61st Street,0.5,1.0,548.0,1900.0,-73.9014836816837,40.75290735,11377,115.0
710,queens,Forest Hills,104-20 Queens Boulevard,1.0,1.0,782.0,3005.0,-73.8501889,40.7237188,11375,112.0
711,queens,Bayside,40-01 Bell Boulevard,2.0,1.0,900.0,2400.0,-73.77099568049069,40.7641888,11361,109.0
712,queens,Hunters Point-Sunnyside-West Maspeth,44-41 Purves Street,1.0,1.0,630.0,4300.0,-73.9404717754894,40.74626000000001,11101,114.0
713,queens,Hunters Point-Sunnyside-West Maspeth,44-41 Purves Street,1.0,1.0,630.0,4300.0,-73.9404717754894,40.74626000000001,11101,114.0
714,queens,Hunters Point-Sunnyside-West Maspeth,43-22 Queens Street,0.5,1.0,579.6,3225.0,-73.9395363,40.7474652,11101,114.0
715,queens,Ditmars-Steinway,21-74 42nd Street,3.0,2.0,1430.31,4750.0,-73.90452261519846,40.77225715,11105,115.0
717,queens,Hunters Point,23-10 Queens Plaza South,1.0,1.0,718.65,4466.0,-73.94205856549164,40.7508458,11101,114.0
718,queens,Long Island City,29-59 Northern Boulevard,2.0,2.0,1286.22,6364.0,-73.8548612,40.7584538,11368,115.0
719,queens,Ditmars-Steinway,45-07 Ditmars Boulevard,1.0,1.0,641.24,2100.0,-73.90273178054028,40.77077455,11105,115.0
720,queens,Oakland Gardens,224-17 67th Avenue,1.0,1.0,634.54,1895.0,-73.75082757486152,40.7465496,11364,107.0
721,queens,Forest Hills,104-20 Queens Boulevard,0.5,1.0,619.0,2350.0,-73.8501889,40.7237188,11375,112.0
723,queens,Kew Gardens,123-20 82nd Avenue,1.0,1.0,700.0,1825.0,-73.82820404040083,40.71229975,11415,102.0
724,queens,Murray Hill (Queens),144-20 41st Avenue,1.0,1.0,803.0,1875.0,-73.8209099,40.7605645,11355,109.0
725,queens,Ridgewood,17-13 Himrod Street,3.0,1.0,1064.46,3000.0,-73.909222,40.710621,11237,104.0
726,queens,Forest Hills,104-40 Queens Boulevard,2.0,1.0,940.0,3485.0,-73.85067132176866,40.72306015,11375,112.0
727,queens,Forest Hills,104-20 Queens Boulevard,4.0,2.0,1720.0,5530.0,-73.8501889,40.7237188,11375,112.0
729,queens,Ridgewood,605 Onderdonk Avenue,3.0,1.5,1205.51,2595.0,-73.90875358333334,40.70499708333334,11385,104.0
730,queens,East Elmhurst,26-15 96th Street,1.0,1.0,631.43,1800.0,-73.87285585000001,40.762045650000005,11369,115.0
731,queens,Jamaica Estates,175-05 Wexford Terrace,1.0,1.0,631.43,1800.0,-73.7881972,40.7126533,11432,107.0
732,queens,Long Island City,29-59 Northern Boulevard,1.0,1.0,697.51,3820.0,-73.8548612,40.7584538,11368,115.0
733,queens,Elmhurst,90-02 Queens Boulevard,3.0,1.0,1080.82,3500.0,-73.8726431,40.733812,11373,110.0
734,queens,Rego Park,62-60 99th Street,2.0,2.0,1167.99,2750.0,-73.85787338885467,40.73300735,11374,112.0
735,queens,Elmhurst,90-02 Queens Boulevard,1.0,1.0,1000.0,2400.0,-73.8726431,40.733812,11373,110.0
736,queens,Ditmars-Steinway,21-74 42nd Street,3.0,2.0,1430.31,4750.0,-73.90452261519846,40.77225715,11105,115.0
738,queens,Briarwood,140-21 Burden Crescent,1.0,1.0,633.06,1850.0,-73.8175038911295,40.71016075,11435,107.0
739,queens,Rego Park,61-40 Saunders Street,1.0,1.0,629.79,1750.0,-73.86751633877515,40.730993600000005,11374,112.0
740,queens,Hunters Point,5-11 47th Avenue,1.0,1.0,670.0,3882.0,-73.9551117225283,40.74624415,11101,114.0
741,queens,Kew Gardens,41 Kew Gardens Road,1.0,1.0,635.68,1930.0,-73.829306,40.712571,11415,102.0
742,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0
743,queens,Hunters Point,22-44 Jackson Avenue,1.0,1.0,703.4,4000.0,-73.9537038,40.7419808,11109,114.0
744,queens,Jamaica,147-40 Archer Avenue,0.5,1.0,541.65,2065.0,-73.8067421,40.7007227,11433,103.0
745,queens,Jamaica,147-40 Archer Avenue,0.5,1.0,541.16,2050.0,-73.8067421,40.7007227,11433,103.0
746,queens,Long Island City,29-59 Northern Boulevard,2.0,1.0,963.13,5921.0,-73.8548612,40.7584538,11368,115.0
747,queens,Jamaica,147-40 Archer Avenue,1.0,1.0,657.44,2595.0,-73.8067421,40.7007227,11433,103.0
748,queens,Jamaica,147-40 Archer Avenue,1.0,1.0,652.43,2442.0,-73.8067421,40.7007227,11433,103.0
749,queens,Jamaica,147-40 Archer Avenue,1.0,1.0,658.25,2620.0,-73.8067421,40.7007227,11433,103.0
750,queens,Jamaica,147-40 Archer Avenue,2.0,2.0,1174.31,2943.0,-73.8067421,40.7007227,11433,103.0
751,queens,Jamaica,147-40 Archer Avenue,2.0,2.0,1174.31,2943.0,-73.8067421,40.7007227,11433,103.0
752,queens,Jamaica,147-40 Archer Avenue,0.5,1.0,582.06,3300.0,-73.8067421,40.7007227,11433,103.0
753,queens,Jamaica,147-40 Archer Avenue,3.0,2.0,1406.59,4025.0,-73.8067421,40.7007227,11433,103.0
754,queens,East Flushing,42-36 193rd Street,3.0,2.0,1494.1,6700.0,-73.78883440555842,40.7584855,11358,109.0
755,queens,East Flushing,42-36 193rd Street,1.0,1.0,664.14,2800.0,-73.78883440555842,40.7584855,11358,109.0
756,queens,Hunters Point-Sunnyside-West Maspeth,3 Court Square,2.0,2.0,964.0,6200.0,-73.94290112499999,40.74624319791667,11101,114.0
757,queens,Hunters Point-Sunnyside-West Maspeth,43-25 Hunter Street,2.0,2.0,1262.15,5628.0,-73.9424129,40.7478582,11101,114.0
758,queens,East Flushing,42-36 193rd Street,2.0,1.0,897.02,3900.0,-73.78883440555842,40.7584855,11358,109.0
759,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0
760,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,2.0,2.0,1248.73,5218.0,-73.93720088501888,40.7483477,11101,114.0
761,queens,Murray Hill (Queens),144-20 41st Avenue,0.5,1.0,550.0,1625.0,-73.8209099,40.7605645,11355,109.0
762,queens,Murray Hill (Queens),144-77 41st Avenue,2.0,2.0,1193.0,2350.0,-73.8187798,40.761431,11354,109.0
763,queens,Rego Park,63-89 Saunders Street,0.5,1.0,526.41,1599.0,-73.86187786638527,40.729168,11374,112.0
765,queens,Pomonok,77-29 Parsons Boulevard,3.0,1.0,1100.0,2300.0,-73.8098478,40.7229239,11366,107.0
766,queens,Long Island City,37-01 27th Street,1.0,1.0,660.87,2700.0,-73.9339042,40.7563808,11101,114.0
768,queens,Briarwood,82-39 134th Street,1.0,1.0,629.79,1750.0,-73.8231062,40.7128416,11435,107.0
769,queens,Jamaica,147-40 Archer Avenue,3.0,2.0,1405.77,4000.0,-73.8067421,40.7007227,11433,103.0
770,queens,Hunters Point,22-43 Jackson Avenue,1.0,1.0,652.0,3600.0,-73.9459681,40.7458731,11101,114.0
771,queens,Long Island City,29-22 Northern Boulevard,0.5,1.0,498.0,3350.0,-73.8548612,40.7584538,11368,115.0
772,queens,Long Island City,41-18 Crescent Street,2.0,1.0,900.29,4000.0,-73.9397888,40.7518234,11101,114.0
773,queens,Jamaica,147-40 Archer Avenue,3.0,2.0,1402.5,3900.0,-73.8067421,40.7007227,11433,103.0
774,queens,Long Island City,29-59 Northern Boulevard,1.0,1.0,743.31,5220.0,-73.8548612,40.7584538,11368,115.0
775,queens,Ridgewood,752 Onderdonk Avenue,3.0,1.5,1251.47,4000.0,-73.90634353599353,40.70330665,11385,104.0
776,queens,Hunters Point-Sunnyside-West Maspeth,44-41 Purves Street,1.0,1.0,713.22,4300.0,-73.9404717754894,40.74626000000001,11101,114.0
777,queens,Astoria,23-52 31st Avenue,3.0,1.0,1080.82,3500.0,-73.92706765,40.7657926,11106,114.0
778,queens,Murray Hill (Queens),33-61 167th Street,5.0,3.5,2500.0,5800.0,-73.79829775492975,40.7658197,11358,109.0
779,queens,Ditmars-Steinway,24-52 Crescent Street,3.0,1.0,1064.46,3000.0,-73.92068068502046,40.7739418,11102,114.0
780,queens,Sunnyside,45-26 44th Street,1.0,1.0,634.7,1900.0,-73.92100457706714,40.74245135,11104,104.0
781,queens,Hunters Point,42-22 27th Street,0.5,1.0,573.88,3050.0,-73.9405087,40.7496192,11101,114.0
782,queens,Far Rockaway,438 Beach 22nd Street,3.0,2.0,1364.06,2725.0,-73.75671224999999,40.59909475,11691,101.0
783,queens,Ditmars-Steinway,20-41 23rd Street,2.0,1.0,1000.0,2500.0,-73.9122976508173,40.78228605,11105,115.0
784,queens,Jamaica,147-40 Archer Avenue,1.0,1.0,648.6,2325.0,-73.8067421,40.7007227,11433,103.0
786,queens,Ditmars-Steinway,23-35 35th Street,3.0,2.0,1100.0,3900.0,-73.91184675547034,40.7722051,11105,115.0
787,queens,Briarwood,138-28 Queens Boulevard,1.0,1.0,720.0,2600.0,-73.8311517,40.7141772,11415,102.0
788,queens,Long Island City,29-59 Northern Boulevard,0.5,1.0,578.26,3184.0,-73.8548612,40.7584538,11368,115.0
789,queens,Astoria,23-10 29th Avenue,2.0,1.0,834.86,2000.0,-73.92574604620454,40.76960875,11102,114.0
790,queens,Queensbridge-Ravenswood-Long Island City,37-10 Crescent Street,3.0,2.0,763.0,3750.0,-73.93527946711532,40.75672555,11101,114.0
791,queens,Astoria,3508 28th Street,2.0,1.0,1000.0,3500.0,-73.9053792,40.7833967,11105,115.0
792,queens,Hunters Point-Sunnyside-West Maspeth,3 Court Square,2.0,2.0,964.0,6250.0,-73.94290112499999,40.74624319791667,11101,114.0
793,queens,Forest Hills,67-135 Dartmouth Street,3.0,2.0,1200.0,3900.0,-73.8527895,40.7203581,11375,112.0
794,queens,Kew Gardens Hills,141-11 78th Road,1.0,1.0,900.0,1875.0,-73.819786804078,40.7189945,11367,107.0
795,queens,Rego Park,61-25 98th Street,1.0,1.0,700.0,1950.0,-73.85936787601025,40.73491705,11374,112.0
796,queens,Ridgewood,59-52 Summerfield Street,3.0,1.0,900.0,2400.0,-73.8967638,40.7003714,11385,104.0
797,queens,South Jamaica,117-46 140th Street,1.0,1.0,637.97,2000.0,-73.80137263659577,40.6768366,11436,103.0
798,queens,Hunters Point-Sunnyside-West Maspeth,44-28 Purves Street,1.0,1.0,707.03,4111.0,-73.94119769099831,40.7465046,11101,114.0
799,queens,Ridgewood,605 Onderdonk Avenue,4.0,1.5,1415.48,2995.0,-73.90875358333334,40.70499708333334,11385,104.0
801,queens,Sunnyside,50-59 44th Street,2.0,1.0,844.67,2300.0,-73.92180250839189,40.73593955,11377,104.0
802,queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,0.5,1.0,585.33,3400.0,-73.93720088501888,40.7483477,11101,114.0
803,queens,Jamaica Estates,172-90 Highland Avenue,0.5,1.0,523.17,1500.0,-73.78813284289492,40.7133107,11432,107.0
804,queens,Flushing,133-27 39th Avenue,2.0,2.0,1160.0,4600.0,-73.7429522,40.7733531,11363,111.0
805,queens,Maspeth,68-18 Eliot Avenue,0.5,1.0,500.0,1600.0,-73.89168875,40.71893125,11379,104.0
806,queens,Astoria,14-33 31st Avenue,1.0,1.0,660.87,2700.0,-73.93069641262463,40.76801525,11102,114.0
807,queens,Kew Gardens,118-60 Metropolitan Avenue,1.0,1.0,820.0,1850.0,-73.83330210249895,40.70610685,11415,102.0
808,queens,Astoria,28-20 41st Street,1.0,1.0,743.0,2150.0,-73.91357371145936,40.7646579,11103,115.0
809,queens,Hunters Point,2147 44th Drive,2.0,1.0,872.48,3150.0,-73.94671007070707,40.74806725252525,11101,114.0
810,queens,Forest Hills,67-08 Exeter Street,0.5,1.0,529.71,1700.0,-73.85676829559452,40.72067105,11375,112.0
811,queens,Astoria,31-56 29th Street,0.5,1.0,519.9,1400.0,-73.92658079919354,40.76410005,11106,114.0
812,queens,Forest Hills,"6120 Grand Central Parkway,",1.0,1.0,875.0,1850.0,-73.9185992,40.7713308,11102,114.0
813,queens,Long Island City,29-59 Northern Boulevard,1.0,1.0,716.85,4411.0,-73.8548612,40.7584538,11368,115.0
814,queens,Kew Gardens,83-09 Lefferts Boulevard,0.5,1.0,550.0,1650.0,-73.831511,40.7058848,11415,102.0
815,queens,Hunters Point,47-05 Center Boulevard,1.0,1.0,765.0,4200.0,-73.95625292423027,40.74572985,11109,114.0
816,queens,Long Island City,29-59 Northern Boulevard,3.0,2.0,1487.27,6491.0,-73.8548612,40.7584538,11368,115.0
817,queens,Ditmars-Steinway,24-49 33rd Street,1.0,1.0,631.43,1800.0,-73.91535515,40.77038465,11103,115.0
818,queens,Hunters Point,42-20 27th Street,0.5,1.0,453.0,3006.0,-73.94064453463754,40.7496616,11101,114.0
819,queens,Astoria,38-16 30th Avenue,2.0,1.5,1100.0,2500.0,-73.91541086501121,40.7638515,11103,115.0
820,queens,Astoria,29-08 31st Avenue,3.0,1.0,1064.3,2995.0,-73.9249,40.7648215,11369,114.0
822,queens,Maspeth,52-67 69th Street,3.0,2.0,1400.0,2700.0,-73.89547492960413,40.7316913,11378,104.0
823,queens,Kew Gardens,123-10 83rd Avenue,1.0,1.0,633.06,1850.0,-73.82766434999999,40.710925450000005,11415,102.0
824,queens,Flushing,25-44 Parsons Boulevard,2.0,1.0,1100.0,2200.0,-73.82486642019626,40.7754326,11354,109.0
826,queens,Corona,97-15 Horace Harding Expressway,2.0,1.0,1073.0,2550.0,-73.86161701666221,40.735546850000006,11368,110.0
827,queens,Forest Hills,135 Puritan Avenue,5.0,5.0,4100.0,8500.0,-73.8411619,40.7129105,11375,112.0
828,queens,Astoria,30-47 36th Street,2.0,1.0,1300.0,3300.0,-73.918134,40.76373405,11103,115.0
829,queens,Hunters Point-Sunnyside-West Maspeth,3 Court Square,2.0,2.0,972.0,6250.0,-73.94290112499999,40.74624319791667,11101,114.0
830,queens,Long Island City,29-59 Northern Boulevard,0.5,1.0,578.26,3184.0,-73.8548612,40.7584538,11368,115.0
831,queens,East Elmhurst,25-38 Humphreys Street,3.0,2.0,1389.42,3500.0,-73.8683909681393,40.76395705,11369,115.0
832,queens,Ridgewood,703 Woodward Avenue,2.0,1.0,857.76,2700.0,-73.90539924242424,40.70482927272728,11385,104.0
